Date,Company,Path,SpecificDate,Children
2014Q1,NVDA,/pure_articles/NVDA/2013-05-09T20:26:02-04:00_Nvidia's CEO Discusses F1Q 2014 Results - Earnings Call Transcript.html,2013-05-09T20:26:02-04:00,FALSE
2014Q1,ORCL,/pure_articles/ORCL/2013-09-18T20:10:05-04:00_Oracle Management Discusses Q1 2014 Results - Earnings Call Transcript.html,2013-09-18T20:10:05-04:00,FALSE
2014Q1,PEP,/pure_articles/PEP/2014-04-17T13:07:12-04:00_PepsiCo's CEO Discusses Q1 2014 Results - Earnings Call Transcript.html,2014-04-17T13:07:12-04:00,FALSE
2014Q1,PFE,/pure_articles/PFE/2014-05-05T17:11:07-04:00_Pfizer's (PFE) CEO Ian Read on Q1 2014 Results - Earnings Call Transcript.html,2014-05-05T17:11:07-04:00,FALSE
2014Q1,PG,/pure_articles/PG/2013-10-25T10:54:03-04:00_The Procter & Gamble Company's Management Discusses F1Q 2014 Results - Earnings Call Transcript.html,2013-10-25T10:54:03-04:00,FALSE
2014Q1,QCOM,/pure_articles/QCOM/2014-01-29T19:44:03-05:00_QUALCOMM's CEO Discusses F1Q 2014 Results - Earnings Call Transcript.html,2014-01-29T19:44:03-05:00,FALSE
2014Q1,T,/pure_articles/T/2014-05-06T18:10:06-04:00_DIRECTV's (DTV) CEO Bruce Churchill on Q1 2014 Results - Earnings Call Transcript.html,2014-05-06T18:10:06-04:00,TRUE
2014Q1,T,/pure_articles/T/2014-04-22T22:33:14-04:00_AT&T's Management Discusses Q1 2014 Results - Earnings Call Transcript.html,2014-04-22T22:33:14-04:00,FALSE
2014Q1,TMO,/pure_articles/TMO/2014-04-23T12:26:04-04:00_Thermo Fisher Scientific CEO Discusses Q1 2014 Results - Earnings Call Transcript.html,2014-04-23T12:26:04-04:00,FALSE
2014Q1,TSLA,/pure_articles/TSLA/2014-05-08T00:17:08-04:00_SolarCity's (SCTY) CEO Lyndon Rive on Q1 2014 Results - Earnings Call Transcript.html,2014-05-08T00:17:08-04:00,TRUE
2014Q1,TSLA,/pure_articles/TSLA/2014-05-08T01:16:09-04:00_Tesla Motors' (TSLA) CEO Elon Musk on Q1 2014 Results - Earnings Call Transcript.html,2014-05-08T01:16:09-04:00,FALSE
2014Q1,UNH,/pure_articles/UNH/2014-04-17T16:14:07-04:00_UnitedHealth Group's CEO Discusses Q1 2014 Results - Earnings Call Transcript.html,2014-04-17T16:14:07-04:00,FALSE
2014Q1,UPS,/pure_articles/UPS/2014-04-24T15:10:20-04:00_United Parcel Service's CEO Discusses Q1 2014 Results - Earnings Call Transcript.html,2014-04-24T15:10:20-04:00,FALSE
2014Q1,V,/pure_articles/V/2014-01-30T11:12:04-05:00_Visa's CEO Discusses F1Q 2014 Results - Earnings Call Transcript.html,2014-01-30T11:12:04-05:00,FALSE
2014Q1,VZ,/pure_articles/VZ/2014-04-24T14:56:10-04:00_Verizon Communications Management Discusses Q1 2014 Results - Earnings Call Transcript.html,2014-04-24T14:56:10-04:00,FALSE
2014Q1,WFC,/pure_articles/WFC/2014-04-11T15:41:05-04:00_Wells Fargo's CEO Discusses Q1 2014 Results - Earnings Call Transcript.html,2014-04-11T15:41:05-04:00,FALSE
2014Q1,WMT,,,FALSE
2014Q1,XOM,/pure_articles/XOM/2014-05-01T17:43:11-04:00_Exxon Mobil Management Discusses Q1 2014 Results - Earnings Call Transcript.html,2014-05-01T17:43:11-04:00,FALSE
2014Q2,AAPL,/pure_articles/AAPL/2014-04-23T20:33:08-04:00_Apple's CEO Discusses F2Q 2014 Results - Earnings Call Transcript.html,2014-04-23T20:33:08-04:00,FALSE
2014Q2,ABBV,/pure_articles/ABBV/2014-07-25T11:57:08-04:00_AbbVie's (ABBV) CEO Richard Gonzalez on Q2 2014 Results - Earnings Call Transcript.html,2014-07-25T11:57:08-04:00,FALSE
2014Q2,ABT,"/pure_articles/ABT/2014-07-16T14:13:02-04:00_Abbott Laboratories' (ABT) CEO, Miles White on Q2 2014 Results - Earnings Call Transcript.html",2014-07-16T14:13:02-04:00,FALSE
2014Q2,ACN,/pure_articles/ACN/2014-03-27T14:55:01-04:00_Accenture's CEO Discusses Q2 2014 Results - Earnings Call Transcript.html,2014-03-27T14:55:01-04:00,FALSE
2014Q2,ADBE,/pure_articles/ADBE/2014-06-17T23:08:07-04:00_Adobe Systems' (ADBE) CEO Shantanu Narayen on F2Q 2014 Results - Earnings Call Transcript.html,2014-06-17T23:08:07-04:00,FALSE
2014Q2,AMD,/pure_articles/AMD/2013-10-16T20:30:03-04:00_Xilinx Management Discusses Q2 2014 Results - Earnings Call Transcript.html,2013-10-16T20:30:03-04:00,TRUE
2014Q2,AMD,/pure_articles/AMD/2014-07-17T22:41:02-04:00_Advanced Micro Devices' (AMD) CEO Rory Read on Q2 2014 Results - Earnings Call Transcript.html,2014-07-17T22:41:02-04:00,FALSE
2014Q2,AMZN,/pure_articles/AMZN/2014-07-24T20:31:03-04:00_Amazon.com's (AMZN) Management On Q2 2014 Results - Earnings Call Transcript.html,2014-07-24T20:31:03-04:00,FALSE
2014Q2,AMZN,/pure_articles/AMZN/2014-05-06T19:51:05-04:00_Whole Foods' (WFM) CEO John Mackey on Q2 2014 Results - Earnings Call Transcript.html,2014-05-06T19:51:05-04:00,TRUE
2014Q2,AVGO,/pure_articles/AVGO/2014-05-29T22:51:01-04:00_Avago Technologies' (AVGO) CEO Hock Tan on Q2 2014 Results - Earnings Call Transcript.html,2014-05-29T22:51:01-04:00,FALSE
2014Q2,AVGO,/pure_articles/AVGO/2014-07-22T21:33:01-04:00_Broadcom's (BRCM) CEO Scott McGregor on Q2 2014 Results - Earnings Call Transcript.html,2014-07-22T21:33:01-04:00,TRUE
2014Q2,BAC,/pure_articles/BAC/2014-07-16T20:00:33-04:00_Bank of America's (BAC) CEO Brian Moynihan on Q2 2014 Results - Earnings Call Transcript.html,2014-07-16T20:00:33-04:00,FALSE
2014Q2,CMCSA,/pure_articles/CMCSA/2014-07-22T14:33:04-04:00_Comcast Corporations' (CMCSA) CEO Brian Roberts on Q2 2014 Results - Earnings Call Transcript.html,2014-07-22T14:33:04-04:00,FALSE
2014Q2,COST,/pure_articles/COST/2014-03-06T15:49:04-05:00_Costco Wholesale's CEO Discusses F2Q 2014 Results - Earnings Call Transcript.html,2014-03-06T15:49:04-05:00,FALSE
2014Q2,CRM,/pure_articles/CRM/2013-08-29T19:25:03-04:00_salesforce.com's CEO Discusses F2Q 2014 Results - Earnings Call Transcript.html,2013-08-29T19:25:03-04:00,FALSE
2014Q2,CSCO,/pure_articles/CSCO/2014-08-04T14:53:01-04:00_BroadSoft's (BSFT) CEO Mike Tessler on Q2 2014 Results - Earnings Call Transcript.html,2014-08-04T14:53:01-04:00,TRUE
2014Q2,CSCO,/pure_articles/CSCO/2014-02-12T20:14:05-05:00_Cisco Systems' CEO Discusses F2Q 2014 Results - Earnings Call Transcript.html,2014-02-12T20:14:05-05:00,FALSE
2014Q2,CVX,/pure_articles/CVX/2014-07-24T17:12:08-04:00_Noble Energy's (NBL) CEO Charles Davidson on Q2 2014 Results - Earnings Call Transcript.html,2014-07-24T17:12:08-04:00,TRUE
2014Q2,CVX,/pure_articles/CVX/2014-08-05T14:40:14-04:00_Rosetta Resources' (ROSE) CEO James Craddock on Q2 2014 Results - Earnings Call Transcript.html,2014-08-05T14:40:14-04:00,TRUE
2014Q2,CVX,/pure_articles/CVX/2014-08-01T18:20:12-04:00_Chevron's (CVX) Q2 2014 Results - Earnings Call Transcript.html,2014-08-01T18:20:12-04:00,FALSE
2014Q2,DHR,/pure_articles/DHR/2014-07-17T14:08:02-04:00_Danaher's (DHR) CEO Larry Culp on Q2 2014 Results - Earnings Call Transcript.html,2014-07-17T14:08:02-04:00,FALSE
2014Q2,DIS,/pure_articles/DIS/2014-05-06T21:01:23-04:00_The Walt Disney's (DIS) CEO Bob Iger on Q2 2014 Results - Earnings Call Transcript.html,2014-05-06T21:01:23-04:00,FALSE
2014Q2,FB,/pure_articles/FB/2014-07-23T22:52:06-04:00_Facebook's (FB) CEO Mark Zuckerberg on Q2 2014 Results - Earnings Call Transcript.html,2014-07-23T22:52:06-04:00,FALSE
2014Q2,GOOG,/pure_articles/GOOG/2014-07-17T23:34:02-04:00_Google (GOOG) Q2 2014 Results - Earnings Call Transcript.html,2014-07-17T23:34:02-04:00,FALSE
2014Q2,GOOGL,,,FALSE
2014Q2,HD,/pure_articles/HD/2014-08-19T14:25:04-04:00_Home Depot's (HD) CEO Frank Blake on Q2 2014 Results - Earnings Call Transcript.html,2014-08-19T14:25:04-04:00,FALSE
2014Q2,INTC,/pure_articles/INTC/2014-07-16T00:05:02-04:00_Intel's (INTC) CEO Brian Krzanich on Q2 2014 Results - Earnings Call Transcript.html,2014-07-16T00:05:02-04:00,FALSE
2014Q2,INTC,/pure_articles/INTC/2014-07-24T23:52:09-04:00_Altera's (ALTR) CEO John Daane on Q2 2014 Results - Earnings Call Transcript.html,2014-07-24T23:52:09-04:00,TRUE
2014Q2,JNJ,/pure_articles/JNJ/2014-07-15T15:34:06-04:00_Johnson & Johnson's (JNJ) CEO Alex Gorsky on Q2 2014 Results - Earnings Call Transcript.html,2014-07-15T15:34:06-04:00,FALSE
2014Q2,JPM,/pure_articles/JPM/2014-07-15T18:01:03-04:00_JPMorgan Chase's (JPM) CEO Jamie Dimon on Q2 2014 Results - Earnings Call Transcript.html,2014-07-15T18:01:03-04:00,FALSE
2014Q2,KO,/pure_articles/KO/2014-07-22T16:14:03-04:00_The Coca-Cola Company's (KO) CEO Muhtar Kent on Q2 2014 Results - Earnings Call Transcript.html,2014-07-22T16:14:03-04:00,FALSE
2014Q2,LLY,/pure_articles/LLY/2014-07-25T02:20:09-04:00_Eli Lilly's (LLY) CEO John Lechleiter on Q2 2014 Results - Earnings Call Transcript.html,2014-07-25T02:20:09-04:00,FALSE
2014Q2,MA,/pure_articles/MA/2014-07-31T14:26:08-04:00_Mastercard's (MA) CEO Ajay Banga on Q2 2014 Results - Earnings Call Transcript.html,2014-07-31T14:26:08-04:00,FALSE
2014Q2,MCD,/pure_articles/MCD/2014-07-22T17:05:06-04:00_McDonald's Corporation's (MCD) CEO Don Thompson on Q2 2014 Results - Earnings Call Transcript.html,2014-07-22T17:05:06-04:00,FALSE
2014Q2,MRK,/pure_articles/MRK/2014-07-22T23:57:07-04:00_Cubist Pharmaceuticals' (CBST) CEO Michael Bonney on Q2 2014 Results - Earnings Call Transcript.html,2014-07-22T23:57:07-04:00,TRUE
2014Q2,MRK,/pure_articles/MRK/2014-08-12T11:38:01-04:00_Acceleron Pharma's (XLRN) CEO John Knopf on Q2 2014 Results - Earnings Call Transcript.html,2014-08-12T11:38:01-04:00,TRUE
2014Q2,MRK,/pure_articles/MRK/2014-07-29T13:53:03-04:00_Merck's (MRK) CEO Ken Frazier on Q2 2014 Results - Earnings Call Transcript.html,2014-07-29T13:53:03-04:00,FALSE
2014Q2,MS,/pure_articles/MS/2014-05-21T19:10:07-04:00_Eaton Vance's (EV) CEO Tom Faust on Q2 2014 Results - Earnings Call Transcript.html,2014-05-21T19:10:07-04:00,TRUE
2014Q2,MS,/pure_articles/MS/2014-07-17T17:01:05-04:00_Morgan Stanley's (MS) CEO James Gorman on Q2 2014 Results - Earnings Call Transcript.html,2014-07-17T17:01:05-04:00,FALSE
2014Q2,MSFT,/pure_articles/MSFT/2014-01-23T19:53:03-05:00_Microsoft's Management Discusses F2Q 2014 Results - Earnings Call Transcript.html,2014-01-23T19:53:03-05:00,FALSE
2014Q2,MSFT,/pure_articles/MSFT/2014-07-31T20:18:01-04:00_LinkedIn's (LNKD) CEO Jeff Weiner on Q2 2014 Results - Earnings Call Transcript.html,2014-07-31T20:18:01-04:00,TRUE
2014Q2,NFLX,/pure_articles/NFLX/2014-07-21T22:10:04-04:00_Netflix's (NFLX) CEO Reed Hastings on Q2 2014 Results - Earnings Call Transcript.html,2014-07-21T22:10:04-04:00,FALSE
2014Q2,NKE,/pure_articles/NKE/2013-12-19T20:04:06-05:00_Nike's CEO Discusses F2Q 2014 Results - Earnings Call Transcript.html,2013-12-19T20:04:06-05:00,FALSE
2014Q2,NVDA,/pure_articles/NVDA/2013-08-08T21:04:01-04:00_Nvidia's CEO Discusses F2Q 2014 Results - Earnings Call Transcript.html,2013-08-08T21:04:01-04:00,FALSE
2014Q2,ORCL,/pure_articles/ORCL/2013-12-18T19:26:05-05:00_Oracle's CEO Discusses F2Q 2014 Results - Earnings Call Transcript.html,2013-12-18T19:26:05-05:00,FALSE
2014Q2,PEP,/pure_articles/PEP/2014-07-23T11:29:02-04:00_PepsiCo's (PEP) CEO Indra Nooyi on Q2 2014 Results - Earnings Call Transcript.html,2014-07-23T11:29:02-04:00,FALSE
2014Q2,PFE,/pure_articles/PFE/2014-07-29T19:21:02-04:00_Pfizer's (PFE) CEO Ian Read on Q2 2014 Results - Earnings Call Transcript.html,2014-07-29T19:21:02-04:00,FALSE
2014Q2,PG,/pure_articles/PG/2014-01-24T11:26:02-05:00_The Procter & Gamble Company's Management Discusses F2Q 2014 Results - Earnings Call Transcript.html,2014-01-24T11:26:02-05:00,FALSE
2014Q2,QCOM,/pure_articles/QCOM/2014-04-23T22:47:01-04:00_QUALCOMM's CEO Discusses F2Q 2014 Results - Earnings Call Transcript.html,2014-04-23T22:47:01-04:00,FALSE
2014Q2,T,/pure_articles/T/2014-07-23T23:21:09-04:00_AT&T (T) Q2 2014 Results - Earnings Call Transcript.html,2014-07-23T23:21:09-04:00,FALSE
2014Q2,T,/pure_articles/T/2014-07-31T19:10:03-04:00_DIRECTV's (DTV) CEO Bruce Churchill on Q2 2014 Results - Earnings Call Transcript.html,2014-07-31T19:10:03-04:00,TRUE
2014Q2,TMO,/pure_articles/TMO/2014-07-23T14:46:06-04:00_Thermo Fisher Scientific's (TMO) CEO Marc Casper on Q2 2014 Results - Earnings Call Transcript.html,2014-07-23T14:46:06-04:00,FALSE
2014Q2,TSLA,/pure_articles/TSLA/2014-08-01T01:22:04-04:00_Tesla Motors' (TSLA) CEO Elon Musk on Q2 2014 Results - Earnings Call Transcript.html,2014-08-01T01:22:04-04:00,FALSE
2014Q2,TSLA,/pure_articles/TSLA/2014-08-07T22:35:03-04:00_SolarCity's (SCTY) CEO Lyndon Rive on Q2 2014 Results - Earnings Call Transcript.html,2014-08-07T22:35:03-04:00,TRUE
2014Q2,UNH,/pure_articles/UNH/2014-07-17T18:24:04-04:00_UnitedHealth Group's (UNH) CEO Stephen Hemsley on Q2 2014 Results - Earnings Call Transcript.html,2014-07-17T18:24:04-04:00,FALSE
2014Q2,UPS,/pure_articles/UPS/2014-07-29T14:38:09-04:00_United Parcel Service's (UPS) CEO Scott Davis on Q2 2014 Results - Earnings Call Transcript.html,2014-07-29T14:38:09-04:00,FALSE
2014Q2,V,/pure_articles/V/2014-04-24T22:26:04-04:00_Visa's CEO Discusses F2Q 2014 Results - Earnings Call Transcript.html,2014-04-24T22:26:04-04:00,FALSE
2014Q2,VZ,/pure_articles/VZ/2014-07-22T14:23:09-04:00_Verizon Communications Q2 2014 Results - Earnings Call Transcript.html,2014-07-22T14:23:09-04:00,FALSE
2014Q2,WFC,/pure_articles/WFC/2014-07-11T19:24:04-04:00_Wells Fargo's (WFC) CEO John Stumpf on Q2 2014 Results - Earnings Call Transcript.html,2014-07-11T19:24:04-04:00,FALSE
2014Q2,WMT,/pure_articles/WMT/2013-08-15T08:55:04-04:00_Walmart's CEO Discusses F2Q 2014 Results - Earnings Call Transcript.html,2013-08-15T08:55:04-04:00,FALSE
2014Q2,XOM,/pure_articles/XOM/2014-07-31T16:01:02-04:00_Exxon Mobil (XOM) Q2 2014 Results - Earnings Call Transcript.html,2014-07-31T16:01:02-04:00,FALSE
2014Q3,AAPL,/pure_articles/AAPL/2014-07-22T22:26:03-04:00_Apple's (AAPL) CEO Tim Cook On Q3 2014 Results - Earnings Call Transcript.html,2014-07-22T22:26:03-04:00,FALSE
2014Q3,ABBV,/pure_articles/ABBV/2014-10-31T15:28:11-04:00_AbbVie's (ABBV) CEO Rick Gonzalez on Q3 2014 Results - Earnings Call Transcript.html,2014-10-31T15:28:11-04:00,FALSE
2014Q3,ABT,/pure_articles/ABT/2014-10-22T15:04:05-04:00_Abbott Laboratories' (ABT) CEO Miles White on Q3 2014 Results - Earnings Call Transcript.html,2014-10-22T15:04:05-04:00,FALSE
2014Q3,ACN,/pure_articles/ACN/2014-06-26T14:56:03-04:00_Accenture's (ACN) CEO Pierre Nanterme on Q3 2014 Results - Earnings Call Transcript.html,2014-06-26T14:56:03-04:00,FALSE
2014Q3,ADBE,/pure_articles/ADBE/2014-09-16T20:42:10-04:00_Adobe Systems' (ADBE) CEO Shantanu Narayen on Q3 2014 Results - Earnings Call Transcript.html,2014-09-16T20:42:10-04:00,FALSE
2014Q3,AMD,/pure_articles/AMD/2014-10-16T21:53:03-04:00_Advanced Micro Devices' (AMD) CEO Lisa Su on Q3 2014 Results - Earnings Call Transcript.html,2014-10-16T21:53:03-04:00,FALSE
2014Q3,AMD,/pure_articles/AMD/2014-01-21T22:56:03-05:00_Xilinx's CEO Discusses F3Q 2014 Results - Earnings Call Transcript.html,2014-01-21T22:56:03-05:00,TRUE
2014Q3,AMZN,/pure_articles/AMZN/2014-07-30T22:48:05-04:00_Whole Foods Market's (WFM) CEO John Mackey on Q3 2014 Results - Earnings Call Transcript.html,2014-07-30T22:48:05-04:00,TRUE
2014Q3,AMZN,/pure_articles/AMZN/2014-10-23T22:33:01-04:00_Amazon.com (AMZN) Q3 2014 Results - Earnings Call Transcript.html,2014-10-23T22:33:01-04:00,FALSE
2014Q3,AVGO,/pure_articles/AVGO/2014-10-21T23:14:09-04:00_Broadcom's (BRCM) CEO Scott McGregor on Q3 2014 Results - Earnings Call Transcript.html,2014-10-21T23:14:09-04:00,TRUE
2014Q3,AVGO,/pure_articles/AVGO/2014-08-29T00:02:05-04:00_Avago Technologies' (AVGO) CEO Hock Tan on Q3 2014 Results - Earnings Call Transcript.html,2014-08-29T00:02:05-04:00,FALSE
2014Q3,BAC,/pure_articles/BAC/2014-10-15T16:38:04-04:00_Bank of America's (BAC) CEO Brian Moynihan on Q3 2014 Results - Earnings Call Transcript.html,2014-10-15T16:38:04-04:00,FALSE
2014Q3,CMCSA,/pure_articles/CMCSA/2014-10-23T15:33:10-04:00_Comcast Corporations' (CMCSA) CEO Brian Roberts on Q3 2014 Results - Earnings Call Transcript.html,2014-10-23T15:33:10-04:00,FALSE
2014Q3,COST,/pure_articles/COST/2014-05-29T18:34:07-04:00_Costco (COST) Q3 2014 Results - Earnings Call Transcript.html,2014-05-29T18:34:07-04:00,FALSE
2014Q3,CRM,/pure_articles/CRM/2013-11-18T19:57:04-05:00_salesforce.com's CEO Discusses F3Q 2014 Results - Earnings Call Transcript.html,2013-11-18T19:57:04-05:00,FALSE
2014Q3,CSCO,/pure_articles/CSCO/2014-11-05T23:27:05-05:00_BroadSoft's (BSFT) CEO Michael Tessler on Q3 2014 Results - Earnings Call Transcript.html,2014-11-05T23:27:05-05:00,TRUE
2014Q3,CSCO,/pure_articles/CSCO/2014-05-14T22:28:02-04:00_Cisco Systems' (CSCO) CEO John Chambers On Q3 2014 Results - Earnings Call Transcript.html,2014-05-14T22:28:02-04:00,FALSE
2014Q3,CVX,/pure_articles/CVX/2014-11-04T16:20:18-05:00_Rosetta Resources' (ROSE) CEO James Craddock on Q3 2014 Results - Earnings Call Transcript.html,2014-11-04T16:20:18-05:00,TRUE
2014Q3,CVX,/pure_articles/CVX/2014-10-31T15:36:05-04:00_Chevron (CVX) Q3 2014 Results - Earnings Call Transcript.html,2014-10-31T15:36:05-04:00,FALSE
2014Q3,CVX,/pure_articles/CVX/2014-10-28T19:10:07-04:00_Noble Energy's (NBL) CEO Dave Stover on Q3 2014 Results - Earnings Call Transcript.html,2014-10-28T19:10:07-04:00,TRUE
2014Q3,DHR,/pure_articles/DHR/2014-10-16T18:39:05-04:00_Danaher's (DHR) CEO Tom Joyce on Q3 2014 Results - Earnings Call Transcript.html,2014-10-16T18:39:05-04:00,FALSE
2014Q3,DIS,/pure_articles/DIS/2014-08-05T23:33:05-04:00_The Walt Disney Company (DIS) CEO Bob Iger on Q3 2014 Results - Earnings Call Transcript.html,2014-08-05T23:33:05-04:00,FALSE
2014Q3,FB,/pure_articles/FB/2014-10-28T21:14:03-04:00_Facebook's (FB) CEO Mark Zuckerberg on Q3 2014 Results - Earnings Call Transcript.html,2014-10-28T21:14:03-04:00,FALSE
2014Q3,GOOG,/pure_articles/GOOG/2014-10-16T20:41:07-04:00_Google (GOOG) Q3 2014 Results - Earnings Call Transcript.html,2014-10-16T20:41:07-04:00,FALSE
2014Q3,GOOGL,,,FALSE
2014Q3,HD,/pure_articles/HD/2014-11-18T15:09:06-05:00_The Home Depot's (HD) CEO Craig Menear on Q3 2014 Results - Earnings Call Transcript.html,2014-11-18T15:09:06-05:00,FALSE
2014Q3,INTC,/pure_articles/INTC/2014-10-23T20:40:14-04:00_Altera's (ALTR) CEO John Daane on Q3 2014 Results - Earnings Call Transcript.html,2014-10-23T20:40:14-04:00,TRUE
2014Q3,INTC,/pure_articles/INTC/2014-10-14T20:41:05-04:00_Intel's (INTC) CEO Brian Krzanich on Q3 2014 Results - Earnings Call Transcript.html,2014-10-14T20:41:05-04:00,FALSE
2014Q3,JNJ,/pure_articles/JNJ/2014-10-14T12:32:07-04:00_Johnson & Johnson (JNJ) Q3 2014 Results - Earnings Call Transcript.html,2014-10-14T12:32:07-04:00,FALSE
2014Q3,JPM,/pure_articles/JPM/2014-10-14T16:48:03-04:00_JPMorgan Chase & Co.'s (JPM) CEO Jamie Dimon on Q3 2014 Results - Earnings Call Transcript.html,2014-10-14T16:48:03-04:00,FALSE
2014Q3,KO,/pure_articles/KO/2014-10-21T15:29:06-04:00_The Coca-Cola Company's (KO) CEO Muhtar Kent on Q3 2014 Results - Earnings Call Transcript.html,2014-10-21T15:29:06-04:00,FALSE
2014Q3,LLY,/pure_articles/LLY/2014-10-23T22:00:56-04:00_Eli Lilly and's (LLY) CEO John Lechleiter on Q3 2014 Results - Earnings Call Transcript.html,2014-10-23T22:00:56-04:00,FALSE
2014Q3,MA,/pure_articles/MA/2014-10-30T15:38:04-04:00_Mastercard's (MA) CEO Ajay Banga on Q3 2014 Results - Earnings Call Transcript.html,2014-10-30T15:38:04-04:00,FALSE
2014Q3,MCD,/pure_articles/MCD/2014-10-21T17:10:14-04:00_McDonald's (MCD) CEO Don Thompson on Q3 2014 Results - Earnings Call Transcript.html,2014-10-21T17:10:14-04:00,FALSE
2014Q3,MRK,/pure_articles/MRK/2014-11-08T07:29:10-05:00_Acceleron Pharma's (XLRN) CEO John Knopf on Q3 2014 Results - Earnings Call Transcript.html,2014-11-08T07:29:10-05:00,TRUE
2014Q3,MRK,/pure_articles/MRK/2014-10-27T16:55:05-04:00_Merck's (MRK) CEO Ken Frazier on Q3 2014 Results - Earnings Call Transcript.html,2014-10-27T16:55:05-04:00,FALSE
2014Q3,MRK,/pure_articles/MRK/2014-10-21T22:30:13-04:00_Cubist Pharmaceuticals' (CBST) CEO Mike Bonney on Q3 2014 Results - Earnings Call Transcript.html,2014-10-21T22:30:13-04:00,TRUE
2014Q3,MS,/pure_articles/MS/2014-08-20T17:13:02-04:00_Eaton Vance's (EV) CEO Thomas Faust on Q3 2014 Results - Earnings Call Transcript.html,2014-08-20T17:13:02-04:00,TRUE
2014Q3,MS,/pure_articles/MS/2014-10-17T15:50:11-04:00_Morgan Stanley's (MS) CEO James Gorman on Q3 2014 Results - Earnings Call Transcript.html,2014-10-17T15:50:11-04:00,FALSE
2014Q3,MSFT,/pure_articles/MSFT/2014-10-30T23:53:07-04:00_LinkedIn's (LNKD) CEO Jeff Weiner on Q3 2014 Results - Earnings Call Transcript.html,2014-10-30T23:53:07-04:00,TRUE
2014Q3,MSFT,/pure_articles/MSFT/2014-04-25T00:25:06-04:00_Microsoft's CEO Discusses F3Q 2014 Results - Earnings Call Transcript.html,2014-04-25T00:25:06-04:00,FALSE
2014Q3,NFLX,/pure_articles/NFLX/2014-10-15T23:16:11-04:00_Netflix's (NFLX) CEO Reed Hastings on Q3 2014 Results - Earnings Call Transcript.html,2014-10-15T23:16:11-04:00,FALSE
2014Q3,NKE,/pure_articles/NKE/2014-03-20T23:47:04-04:00_Nike's CEO Discusses F3Q 2014 Results - Earnings Call Transcript.html,2014-03-20T23:47:04-04:00,FALSE
2014Q3,NVDA,/pure_articles/NVDA/2013-11-07T19:51:05-05:00_NVIDIA's CEO Discusses F3Q 2014 Results - Earnings Call Transcript.html,2013-11-07T19:51:05-05:00,FALSE
2014Q3,ORCL,/pure_articles/ORCL/2014-03-18T20:06:07-04:00_Oracle's CEO Discusses F3Q2014 Results - Earnings Call Transcript.html,2014-03-18T20:06:07-04:00,FALSE
2014Q3,PEP,/pure_articles/PEP/2014-10-09T13:20:04-04:00_PepsiCo's (PEP) CEO Indra Nooyi on Q3 2014 Results - Earnings Call Transcript.html,2014-10-09T13:20:04-04:00,FALSE
2014Q3,PFE,/pure_articles/PFE/2014-10-28T16:57:06-04:00_Pfizer's (PFE) CEO Ian Read on Q3 2014 Results - Earnings Call Transcript.html,2014-10-28T16:57:06-04:00,FALSE
2014Q3,PG,/pure_articles/PG/2014-04-23T14:49:04-04:00_The Procter & Gamble Company's Management Discusses F3Q 2014 Results - Earnings Call Transcript.html,2014-04-23T14:49:04-04:00,FALSE
2014Q3,QCOM,/pure_articles/QCOM/2014-07-23T22:50:08-04:00_Qualcomm's (QCOM) CEO Steve Mollenkopf on F3Q 2014 Results - Earnings Call Transcript.html,2014-07-23T22:50:08-04:00,FALSE
2014Q3,T,/pure_articles/T/2014-10-22T22:53:04-04:00_AT&T (T) Q3 2014 Results - Earnings Call Transcript.html,2014-10-22T22:53:04-04:00,FALSE
2014Q3,T,/pure_articles/T/2014-11-06T19:01:38-05:00_DIRECTV's (DTV) CEO Bruce Churchill on Q3 2014 Results - Earnings Call Transcript.html,2014-11-06T19:01:38-05:00,TRUE
2014Q3,TMO,/pure_articles/TMO/2014-10-22T15:38:08-04:00_Thermo Fisher Scientific's (TMO) CEO Marc Casper on Q3 2014 Results - Earnings Call Transcript.html,2014-10-22T15:38:08-04:00,FALSE
2014Q3,TSLA,/pure_articles/TSLA/2014-11-06T01:05:09-05:00_Tesla Motors' (TSLA) CEO Elon Musk on Q3 2014 Results -- Earnings Call Transcript.html,2014-11-06T01:05:09-05:00,FALSE
2014Q3,TSLA,/pure_articles/TSLA/2014-11-05T23:30:00-05:00_SolarCity (SCTY) Q3 2014 Results - Earnings Call Transcript.html,2014-11-05T23:30:00-05:00,TRUE
2014Q3,UNH,/pure_articles/UNH/2014-10-16T22:00:49-04:00_UnitedHealth Group Incorporated's (UNH) CEO Gail Boudreaux on Q3 2014 Results - Earnings Call Transcript.html,2014-10-16T22:00:49-04:00,FALSE
2014Q3,UPS,/pure_articles/UPS/2014-10-24T13:31:06-04:00_United Parcel Service's (UPS) CEO David Abney on Q3 2014 Results - Earnings Call Transcript.html,2014-10-24T13:31:06-04:00,FALSE
2014Q3,V,/pure_articles/V/2014-07-24T21:46:03-04:00_Visa's (V) CEO Charles Scharf on Q3 2014 Results - Earnings Call Transcript.html,2014-07-24T21:46:03-04:00,FALSE
2014Q3,VZ,/pure_articles/VZ/2014-10-21T13:55:11-04:00_Verizon Communications (VZ) Q3 2014 Results - Earnings Call Transcript.html,2014-10-21T13:55:11-04:00,FALSE
2014Q3,WFC,/pure_articles/WFC/2014-10-14T14:52:07-04:00_Wells Fargo's (WFC) CEO John Stumpf on Q3 2014 Results - Earnings Call Transcript.html,2014-10-14T14:52:07-04:00,FALSE
